frame_id,mean_motion,variance_motion,normal_alert,medium_alert,high_alert
699,0.2132071,0.31819978,1,0,0
700,0.21362221,0.584883,1,0,0
701,0.3642167,1.2306348,0,1,0
702,0.46693802,2.368858,0,0,1
703,0.31586692,1.1377269,0,1,0
704,0.16332994,0.32595113,1,0,0
705,0.19051068,0.35204637,1,0,0
706,0.22796983,0.6631003,0,1,0
707,0.25123933,1.0464145,0,1,0
708,0.23724665,0.8938974,0,1,0
709,0.1591155,0.30519897,1,0,0
710,0.13212986,0.21522318,1,0,0
711,0.15873896,0.47236085,1,0,0
712,0.17502818,0.58209485,1,0,0
713,0.1476147,0.38555524,1,0,0
714,0.10367211,0.17582656,1,0,0
715,0.09058316,0.1652849,1,0,0
716,0.08624349,0.09831871,1,0,0
717,0.086387865,0.13756232,1,0,0
718,0.072680496,0.08933999,1,0,0
719,1.0774729,10.664221,0,0,1
720,0.023109337,0.0013879655,1,0,0
721,0.05687149,0.0065022777,1,0,0
722,0.049429785,0.005070399,1,0,0
723,0.04872817,0.0030462407,1,0,0
724,0.049490526,0.0044151302,1,0,0
725,0.027483175,0.0056073093,1,0,0
726,8.151671,38.684048,0,0,1
727,0.06755826,0.020067373,1,0,0
728,0.07167118,0.02013178,1,0,0
729,0.05412135,0.020228606,1,0,0
730,0.07847397,0.025490802,1,0,0
731,0.06773662,0.023666618,1,0,0
732,0.07284719,0.031035038,1,0,0
733,0.08640267,0.035324704,1,0,0
734,0.07604711,0.0351312,1,0,0
735,0.06663622,0.029964129,1,0,0
736,0.079228066,0.025733227,1,0,0
737,0.05757107,0.019033004,1,0,0
738,0.08391011,0.020727608,1,0,0
739,0.05433714,0.02153817,1,0,0
740,0.055465158,0.02228721,1,0,0
741,0.069393836,0.02262011,1,0,0
742,0.07043212,0.021436783,1,0,0
743,0.08344953,0.025423452,1,0,0
744,0.05997505,0.0225053,1,0,0
745,0.06012403,0.021094907,1,0,0
746,0.061525535,0.017821401,1,0,0
747,0.068684764,0.01629352,1,0,0
748,0.049805388,0.015214072,1,0,0
749,0.055911377,0.014197548,1,0,0
750,0.059445642,0.016644167,1,0,0
751,0.07904195,0.02264009,1,0,0
752,0.06346787,0.033806704,1,0,0
753,0.07773369,0.0477262,1,0,0
754,0.0876285,0.047720585,1,0,0
755,0.08603673,0.033941835,1,0,0
756,0.06672893,0.0386627,1,0,0
757,0.08774483,0.036876816,1,0,0
758,0.075314574,0.039010752,1,0,0
759,0.066268854,0.04043749,1,0,0
760,0.07517019,0.03603091,1,0,0
761,0.066823244,0.040464867,1,0,0
762,0.07038335,0.039831482,1,0,0
763,0.094413616,0.056952395,1,0,0
764,0.07464484,0.05787224,1,0,0
765,0.08034022,0.0599988,1,0,0
766,0.08244304,0.04522219,1,0,0
767,0.07336258,0.039217718,1,0,0
768,0.06798066,0.039336495,1,0,0
769,0.065086335,0.04412259,1,0,0
770,0.07307456,0.04853613,1,0,0
771,0.07298117,0.053764336,1,0,0
772,0.074638076,0.05110548,1,0,0
773,0.077164546,0.048696756,1,0,0
774,0.082595386,0.058644455,1,0,0
775,0.11873323,0.06472739,1,0,0
776,0.08286724,0.050980974,1,0,0
777,0.10151362,0.047001626,1,0,0
778,0.074037574,0.035119202,1,0,0
779,0.09157907,0.049962718,1,0,0
780,0.088191345,0.04929136,1,0,0
781,0.07263221,0.050594296,1,0,0
782,0.07343035,0.058561172,1,0,0
783,0.071558975,0.059575334,1,0,0
784,0.05562015,0.03080013,1,0,0
785,0.062652424,0.032115422,1,0,0
786,0.07874985,0.042198766,1,0,0
787,0.06492305,0.04702173,1,0,0
788,0.078007795,0.03131366,1,0,0
789,0.08829589,0.029764172,1,0,0
790,0.08521442,0.03836209,1,0,0
791,0.09414666,0.0359527,1,0,0
792,0.076346375,0.049135458,1,0,0
793,0.10095472,0.0444066,1,0,0
794,0.08043304,0.058856633,1,0,0
795,0.088411696,0.0595054,1,0,0
796,0.10384218,0.060280163,1,0,0
797,0.09281497,0.063427754,1,0,0
798,0.09152383,0.05802517,1,0,0
799,0.09134483,0.05533007,1,0,0
800,0.09940965,0.060686383,1,0,0
801,0.099953756,0.069928326,1,0,0
802,0.1230551,0.06800892,1,0,0
803,0.09192518,0.0507815,1,0,0
804,0.10024225,0.0494142,1,0,0
805,0.09259331,0.04057689,1,0,0
806,0.073725335,0.036689326,1,0,0
807,0.0869248,0.03996732,1,0,0
808,0.06977051,0.036956817,1,0,0
809,0.08333559,0.03807303,1,0,0
810,0.056300003,0.025786977,1,0,0
811,0.07282528,0.026196439,1,0,0
812,0.06479498,0.032947112,1,0,0
813,0.07441287,0.039896928,1,0,0
814,0.07479272,0.031383887,1,0,0
815,0.10718329,0.035461955,1,0,0
816,0.06840587,0.032691747,1,0,0
817,0.08090478,0.035532672,1,0,0
818,0.07676096,0.03088906,1,0,0
819,0.07453838,0.04105631,1,0,0
820,0.07938259,0.041175246,1,0,0
821,0.08788582,0.039795212,1,0,0
822,0.092648484,0.032859776,1,0,0
823,0.080578424,0.041277364,1,0,0
824,0.07787971,0.025939424,1,0,0
825,0.086020924,0.033264197,1,0,0
826,0.09185792,0.038500536,1,0,0
827,0.086741716,0.040055685,1,0,0
828,0.109366275,0.042500116,1,0,0
829,0.10041583,0.043260906,1,0,0
830,0.09495396,0.04427724,1,0,0
831,0.105845235,0.043194305,1,0,0
832,0.097568125,0.04384798,1,0,0
833,0.1050773,0.041327897,1,0,0
834,0.093992345,0.0564405,1,0,0
835,0.10775793,0.06611739,1,0,0
836,0.0906507,0.065503895,1,0,0
837,0.09613069,0.077583596,1,0,0
838,0.097624704,0.08219285,1,0,0
839,0.11510226,0.08172281,1,0,0
840,0.09030752,0.0721512,1,0,0
841,0.10138833,0.0693465,1,0,0
842,0.0958286,0.067061014,1,0,0
843,0.09203874,0.07362489,1,0,0
844,0.0927875,0.073187724,1,0,0
845,0.094654754,0.0615567,1,0,0
846,0.11242233,0.054079965,1,0,0
847,0.08702751,0.04712869,1,0,0
848,0.09959709,0.05420908,1,0,0
849,0.108414635,0.057857305,1,0,0
850,0.110761106,0.08152272,1,0,0
851,0.18009779,0.0952504,1,0,0
852,0.11837013,0.084157094,1,0,0
853,0.10947426,0.07681463,1,0,0
854,0.11849218,0.059341118,1,0,0
855,0.104966424,0.048992112,1,0,0
856,0.1179546,0.0446035,1,0,0
857,0.10462883,0.0433824,1,0,0
858,0.10878653,0.053172823,1,0,0
859,0.10579277,0.06220106,1,0,0
860,0.09888625,0.05656679,1,0,0
861,0.09886693,0.0631604,1,0,0
862,0.10560132,0.06664417,1,0,0
863,0.097893246,0.06207381,1,0,0
864,0.09941611,0.052554443,1,0,0
865,0.09409466,0.052681293,1,0,0
866,0.105804786,0.065561995,1,0,0
867,0.10701771,0.06494269,1,0,0
868,0.11186554,0.06440432,1,0,0
869,0.12009473,0.07623092,1,0,0
870,0.12004836,0.07345791,1,0,0
871,0.11999855,0.064425044,1,0,0
872,0.12320596,0.07183993,1,0,0
873,0.13628829,0.09026727,1,0,0
874,0.1295733,0.080479644,1,0,0
875,0.12634474,0.06801975,1,0,0
876,0.19986498,0.07010299,1,0,0
877,0.14715445,0.077779315,1,0,0
878,0.16139936,0.115074694,1,0,0
879,0.18537505,0.15031049,1,0,0
880,0.18794528,0.11608678,1,0,0
881,0.20566581,0.15368478,1,0,0
882,0.2079042,0.20378146,1,0,0
883,0.23696612,0.2797908,0,1,0
884,0.2461851,0.31689113,0,1,0
885,0.25458658,0.37466767,0,1,0
886,0.26956066,0.38080254,0,1,0
887,0.31567907,0.4725738,0,1,0
888,0.30741584,0.5214634,0,1,0
889,0.31982994,0.64189225,0,1,0
890,0.36940372,0.8366178,0,1,0
891,0.40594205,0.9641616,0,0,1
892,0.4750794,1.4018322,0,0,1
893,0.46343902,1.1657242,0,0,1
894,0.5057204,1.4056368,0,0,1
895,0.547246,1.6580069,0,0,1
896,0.5541349,1.5779525,0,0,1
897,0.5851078,1.5721807,0,0,1
898,0.5750739,1.52479,0,0,1
899,0.5084586,1.2271461,0,0,1
900,0.5224165,1.2054211,0,0,1
901,0.55564857,1.4362249,0,0,1
902,0.78919536,2.4686813,0,0,1
903,0.5545049,1.8935832,0,0,1
904,0.55426943,1.8670825,0,0,1
905,0.5540633,1.6271468,0,0,1
906,0.57741076,1.9498332,0,0,1
907,0.5819527,2.1643202,0,0,1
908,0.42345956,1.1954148,0,0,1
909,0.42457417,1.2843056,0,0,1
910,0.3682877,0.9417929,0,1,0
911,0.40570745,1.0657247,0,0,1
912,0.41691852,1.2015208,0,0,1
913,0.30875456,0.7357471,0,1,0
914,0.2752992,0.5916392,0,1,0
915,0.26413316,0.61968803,0,1,0
916,0.24035586,0.52421904,0,1,0
917,0.21606255,0.45773005,1,0,0
918,0.23512952,0.5267183,0,1,0
919,0.1880632,0.3707715,1,0,0
920,0.19906075,0.43102762,1,0,0
921,0.2145118,0.3929758,1,0,0
922,0.18013974,0.34930065,1,0,0
923,0.1831564,0.36685306,1,0,0
924,0.1945313,0.44403717,1,0,0
925,0.25301844,0.37921187,0,1,0
926,0.21617454,0.40729132,1,0,0
927,0.17834347,0.3333419,1,0,0
928,0.15104961,0.21406588,1,0,0
929,0.16153972,0.24011368,1,0,0
930,0.16595878,0.2677171,1,0,0
931,0.17795281,0.27666077,1,0,0
932,0.14099635,0.16178091,1,0,0
933,0.14741069,0.17726494,1,0,0
934,0.15135229,0.21535833,1,0,0
935,0.15058555,0.2504036,1,0,0
936,0.145337,0.19958913,1,0,0
937,0.1539724,0.16241544,1,0,0
938,0.13494635,0.18435322,1,0,0
939,0.13613752,0.18978049,1,0,0
940,0.12214288,0.15498051,1,0,0
941,0.11255854,0.111656226,1,0,0
942,0.11262301,0.10382325,1,0,0
943,0.09913245,0.10118833,1,0,0
944,0.10345973,0.12527,1,0,0
945,0.09799342,0.09557945,1,0,0
946,0.11229837,0.1188158,1,0,0
947,0.09966346,0.11743,1,0,0
948,0.11342623,0.10814478,1,0,0
949,0.08779271,0.083823636,1,0,0
950,0.09853437,0.10782706,1,0,0
951,0.07373827,0.05374225,1,0,0
952,0.069333576,0.048440482,1,0,0
953,0.085408464,0.06557475,1,0,0
954,0.082872875,0.07371384,1,0,0
955,0.06539181,0.029120423,1,0,0
956,0.05362393,0.016163148,1,0,0
957,0.048563708,0.016864775,1,0,0
958,0.062581,0.044654932,1,0,0
959,0.07152596,0.046942167,1,0,0
960,0.055519264,0.026810402,1,0,0
961,0.062828906,0.029842723,1,0,0
962,0.06098124,0.025145922,1,0,0
963,0.065234594,0.031035032,1,0,0
964,0.07274587,0.031265426,1,0,0
965,0.06309715,0.036636204,1,0,0
966,0.0517467,0.030963665,1,0,0
967,0.061404046,0.027828293,1,0,0
968,0.05632664,0.041845486,1,0,0
969,0.06299612,0.037744395,1,0,0
970,0.05398458,0.04043226,1,0,0
971,0.044522595,0.02834699,1,0,0
972,0.0497756,0.024163945,1,0,0
973,0.04546396,0.012750404,1,0,0
974,0.025418699,0.00685462,1,0,0
975,0.018235927,0.0063428353,1,0,0
976,0.12907675,0.02799824,1,0,0
977,0.018969003,0.0063410806,1,0,0
978,0.02094757,0.008066594,1,0,0
979,0.054980844,0.008002069,1,0,0
980,0.023585616,0.0050263624,1,0,0
981,0.0444348,0.009881931,1,0,0
982,0.034107912,0.009175543,1,0,0
983,0.031946167,0.010193535,1,0,0
984,0.03615992,0.0071254373,1,0,0
985,0.052403517,0.005856328,1,0,0
986,0.03308812,0.0047714235,1,0,0
987,0.033574916,0.006106426,1,0,0
988,0.04282361,0.005437323,1,0,0
989,0.03214777,0.008188071,1,0,0
990,0.02594898,0.005097283,1,0,0
991,0.016477797,0.0030917332,1,0,0
992,0.17893763,0.47772,1,0,0
993,0.025770847,0.002802798,1,0,0
994,0.022814937,0.0029538213,1,0,0
995,0.01795094,0.0018803736,1,0,0
996,0.026324987,0.0037482404,1,0,0
997,0.013979178,0.001523723,1,0,0
998,0.010367954,0.0015315822,1,0,0
999,0.011098776,0.002008344,1,0,0
1000,1.7327406,21.307802,0,0,1
1001,0.03258793,0.007805739,1,0,0
1002,0.059376705,0.008585587,1,0,0
1003,0.064642884,0.011079262,1,0,0
1004,0.07063747,0.013658333,1,0,0
1005,0.07441499,0.016685072,1,0,0
1006,0.06570116,0.014899694,1,0,0
1007,0.07751618,0.022188673,1,0,0
1008,0.08369564,0.021644494,1,0,0
1009,0.08674174,0.024282288,1,0,0
1010,0.07233104,0.019985469,1,0,0
1011,0.067494854,0.019073144,1,0,0
1012,0.07877763,0.024742287,1,0,0
1013,0.075685106,0.02611007,1,0,0
1014,0.07991667,0.031229522,1,0,0
1015,0.075589485,0.023783104,1,0,0
1016,0.06984003,0.021019757,1,0,0
1017,0.07568993,0.020519942,1,0,0
1018,0.077336416,0.0215552,1,0,0
1019,0.074245326,0.017355941,1,0,0
1020,0.058439396,0.012938576,1,0,0
1021,0.07226933,0.016562343,1,0,0
1022,0.07447511,0.018002916,1,0,0
1023,0.07681451,0.026427485,1,0,0
1024,0.09093287,0.035519112,1,0,0
1025,0.08815923,0.027303394,1,0,0
1026,0.076268435,0.025727717,1,0,0
1027,0.07723178,0.026617918,1,0,0
1028,0.07573078,0.023974052,1,0,0
1029,0.06875756,0.023002781,1,0,0
1030,0.07846642,0.028262952,1,0,0
1031,0.07371766,0.025594283,1,0,0
1032,0.065786354,0.021874376,1,0,0
1033,0.07081534,0.016609175,1,0,0
1034,0.06694211,0.015998453,1,0,0
1035,0.06687339,0.017075822,1,0,0
1036,0.074597895,0.023959924,1,0,0
1037,0.109454066,0.055562884,1,0,0
1038,0.10694148,0.029259471,1,0,0
1039,0.09546157,0.036629263,1,0,0
1040,0.08163784,0.033234563,1,0,0
1041,0.077632405,0.02919467,1,0,0
1042,0.09125939,0.03250421,1,0,0
1043,0.084762275,0.02995612,1,0,0
1044,0.0777679,0.021575613,1,0,0
1045,0.06639829,0.013444595,1,0,0
1046,0.05888453,0.014712874,1,0,0
1047,0.072754085,0.027746303,1,0,0
1048,0.06675139,0.020210536,1,0,0
1049,0.12246182,0.02544236,1,0,0
1050,0.07531688,0.014287094,1,0,0
1051,0.067212045,0.014151317,1,0,0
1052,0.06548435,0.014642391,1,0,0
1053,0.07900593,0.023782093,1,0,0
1054,0.0928727,0.061217066,1,0,0
1055,0.08863016,0.05884501,1,0,0
1056,0.10274545,0.053921573,1,0,0
1057,0.11199449,0.036081903,1,0,0
1058,0.08502203,0.02994177,1,0,0
1059,0.10122378,0.037234176,1,0,0
1060,0.1036122,0.049155463,1,0,0
1061,0.08888426,0.042124275,1,0,0
1062,0.09581731,0.047564037,1,0,0
1063,0.1005901,0.048118446,1,0,0
1064,0.09334965,0.039831154,1,0,0
1065,0.08529263,0.039159026,1,0,0
1066,0.10761716,0.04351017,1,0,0
1067,0.11024527,0.0476298,1,0,0
1068,0.096120246,0.05444639,1,0,0
1069,0.09236238,0.049123608,1,0,0
1070,0.09311425,0.053895958,1,0,0
1071,0.09274805,0.05101268,1,0,0
1072,0.09191544,0.048116777,1,0,0
1073,0.09466607,0.059686173,1,0,0
1074,0.084249206,0.052515768,1,0,0
1075,0.100764684,0.05360747,1,0,0
1076,0.080064274,0.037125487,1,0,0
1077,0.076252416,0.04098252,1,0,0
1078,0.06500732,0.034871615,1,0,0
1079,0.054952126,0.025538277,1,0,0
1080,0.055410936,0.030682635,1,0,0
1081,0.06223799,0.037774984,1,0,0
1082,0.07353785,0.0512785,1,0,0
1083,0.07992044,0.06467125,1,0,0
1084,0.08187816,0.071939565,1,0,0
1085,0.093206145,0.046732884,1,0,0
1086,0.07794915,0.05544473,1,0,0
1087,0.07959207,0.05393139,1,0,0
1088,0.10050787,0.069448374,1,0,0
1089,0.08623958,0.07001142,1,0,0
1090,0.084432855,0.063485414,1,0,0
1091,0.11130758,0.067013346,1,0,0
1092,0.07883269,0.058613714,1,0,0
1093,0.10863536,0.06424487,1,0,0
1094,0.07911867,0.0461304,1,0,0
1095,0.071070015,0.0486783,1,0,0
1096,0.07746692,0.040740237,1,0,0
1097,0.07065596,0.053045936,1,0,0
1098,0.08170867,0.06384144,1,0,0
1099,0.09405537,0.05768436,1,0,0
1100,0.09330712,0.06533511,1,0,0
1101,0.15527686,0.06322412,1,0,0
1102,0.07863911,0.053822543,1,0,0
1103,0.0909803,0.04787666,1,0,0
1104,0.08796309,0.041321933,1,0,0
1105,0.07025019,0.040683553,1,0,0
1106,0.08460332,0.034437865,1,0,0
1107,0.08318068,0.04031881,1,0,0
1108,0.08341494,0.05262922,1,0,0
1109,0.0732224,0.042494867,1,0,0
1110,0.08579937,0.042720526,1,0,0
1111,0.083947845,0.060274575,1,0,0
1112,0.09846972,0.064634584,1,0,0
1113,0.08231506,0.05893691,1,0,0
1114,0.09039472,0.06814322,1,0,0
1115,0.08323316,0.057888094,1,0,0
1116,0.09429299,0.064670905,1,0,0
1117,0.077358484,0.05164732,1,0,0
1118,0.09025226,0.05962415,1,0,0
1119,0.08731824,0.060980354,1,0,0
1120,0.086193606,0.051763304,1,0,0
1121,0.089665085,0.041536637,1,0,0
1122,0.08630723,0.046884812,1,0,0
1123,0.085444,0.053931255,1,0,0
1124,0.07802171,0.040950477,1,0,0
1125,0.09267853,0.059273943,1,0,0
1126,0.096186206,0.065635234,1,0,0
1127,0.08971846,0.06767772,1,0,0
1128,0.091956764,0.070439145,1,0,0
1129,0.10359032,0.061263014,1,0,0
1130,0.094795644,0.05824546,1,0,0
1131,0.11168896,0.0608361,1,0,0
1132,0.086448476,0.062062867,1,0,0
1133,0.08182271,0.062273357,1,0,0
1134,0.11871225,0.07757132,1,0,0
1135,0.11055079,0.08534581,1,0,0
1136,0.10324378,0.063959576,1,0,0
1137,0.11333361,0.07495995,1,0,0
1138,0.10995753,0.06749909,1,0,0
1139,0.120804176,0.07448587,1,0,0
1140,0.11294872,0.09037709,1,0,0
1141,0.13921943,0.10836148,1,0,0
1142,0.119668454,0.08589593,1,0,0
1143,0.11848797,0.09200043,1,0,0
1144,0.12863025,0.0750837,1,0,0
1145,0.1334917,0.09061565,1,0,0
1146,0.13910902,0.1578617,1,0,0
1147,0.13805021,0.09614704,1,0,0
1148,0.103180885,0.0672481,1,0,0
1149,0.10840637,0.06806696,1,0,0
1150,0.18182191,0.08753689,1,0,0
1151,0.12120717,0.073903,1,0,0
1152,0.123364344,0.070230156,1,0,0
1153,0.11620234,0.07862322,1,0,0
1154,0.115624286,0.07586542,1,0,0
1155,0.10871488,0.0715054,1,0,0
1156,0.105266966,0.06927753,1,0,0
1157,0.117574565,0.085717,1,0,0
1158,0.13937119,0.08817895,1,0,0
1159,0.11128321,0.11107538,1,0,0
1160,0.1421315,0.10563912,1,0,0
1161,0.108911365,0.09916835,1,0,0
1162,0.119327456,0.08603393,1,0,0
1163,0.11172757,0.08084347,1,0,0
1164,0.101883635,0.07403329,1,0,0
1165,0.1009361,0.07592006,1,0,0
1166,0.091495536,0.0765959,1,0,0
1167,0.09507055,0.070314474,1,0,0
1168,0.13554011,0.12476543,1,0,0
1169,0.10975821,0.07657846,1,0,0
1170,0.112480685,0.073894,1,0,0
1171,0.1132121,0.0708005,1,0,0
1172,0.1295331,0.0718,1,0,0
1173,0.13221097,0.07964145,1,0,0
1174,0.13653746,0.09435858,1,0,0
1175,0.11480849,0.076145515,1,0,0
1176,0.12431586,0.06323487,1,0,0
1177,0.12106448,0.06951934,1,0,0
1178,0.12362095,0.08583425,1,0,0
1179,0.13533787,0.10332848,1,0,0
1180,0.11939963,0.10162815,1,0,0
1181,0.14099492,0.09815963,1,0,0
1182,0.12135911,0.08751802,1,0,0
1183,0.13680322,0.05416396,1,0,0
1184,0.12059579,0.05191145,1,0,0
1185,0.112795666,0.050051484,1,0,0
1186,0.14682116,0.059733465,1,0,0
1187,0.12648721,0.06712001,1,0,0
1188,0.13574053,0.07619501,1,0,0
1189,0.1329145,0.061373997,1,0,0
1190,0.13678755,0.052750394,1,0,0
1191,0.12309434,0.060233295,1,0,0
1192,0.12144675,0.053739797,1,0,0
1193,0.10775743,0.053719208,1,0,0
1194,0.11151493,0.054744784,1,0,0
1195,0.12059428,0.070208155,1,0,0
1196,0.11428734,0.063200615,1,0,0
1197,0.12035404,0.081127755,1,0,0
1198,0.10336827,0.054408062,1,0,0
1199,0.1463516,0.04760388,1,0,0
1200,0.11163841,0.06465479,1,0,0
1201,0.091926426,0.037154015,1,0,0
1202,0.090738244,0.030602815,1,0,0
1203,0.09234229,0.0392388,1,0,0
1204,0.10710429,0.052504707,1,0,0
1205,0.11220159,0.047917932,1,0,0
1206,0.114234835,0.079543576,1,0,0
1207,0.12509291,0.122516684,1,0,0
1208,0.15994424,0.22773775,1,0,0
1209,0.14203854,0.11434179,1,0,0
1210,0.122197635,0.0990844,1,0,0
1211,0.12409568,0.112524554,1,0,0
1212,0.119648345,0.12345724,1,0,0
1213,0.12490393,0.12873353,1,0,0
1214,0.116008095,0.09948439,1,0,0
1215,0.13067506,0.1485824,1,0,0
1216,0.10903317,0.092939004,1,0,0
1217,0.12338872,0.12730655,1,0,0
1218,0.11808849,0.101008825,1,0,0
1219,0.112687886,0.09969502,1,0,0
1220,0.10495286,0.09169191,1,0,0
1221,0.102650225,0.07793143,1,0,0
1222,0.11370968,0.072579406,1,0,0
1223,0.08366505,0.049848095,1,0,0
1224,0.10404261,0.044868104,1,0,0
1225,0.101049885,0.07280149,1,0,0
1226,0.18418604,0.09902592,1,0,0
1227,0.095902205,0.067623705,1,0,0
1228,0.095918655,0.07180343,1,0,0
1229,0.09964838,0.07294896,1,0,0
1230,0.0976775,0.098379,1,0,0
1231,0.09548087,0.069996454,1,0,0
1232,0.101515435,0.052271128,1,0,0
1233,0.08563179,0.08063169,1,0,0
1234,0.09015775,0.08288839,1,0,0
1235,0.11198082,0.075116955,1,0,0
1236,0.084902264,0.0522618,1,0,0
1237,0.091876365,0.06435247,1,0,0
1238,0.09618277,0.0547082,1,0,0
1239,0.07922942,0.047974966,1,0,0
1240,0.08774707,0.058164164,1,0,0
1241,0.08240927,0.044495963,1,0,0
1242,0.102582864,0.04203479,1,0,0
1243,0.08194905,0.044515755,1,0,0
1244,0.089297324,0.03925674,1,0,0
1245,0.07315862,0.03469377,1,0,0
1246,0.07533339,0.03557332,1,0,0
1247,0.09730832,0.040067356,1,0,0
1248,0.077755705,0.04124933,1,0,0
1249,0.096798696,0.053648923,1,0,0
1250,0.11706,0.062879294,1,0,0
1251,0.10389361,0.08284443,1,0,0
1252,0.114945896,0.10937707,1,0,0
1253,0.11320008,0.111203104,1,0,0
1254,0.107223906,0.06768861,1,0,0
1255,0.09641931,0.06447172,1,0,0
1256,0.10157398,0.07089341,1,0,0
1257,0.08855899,0.05697657,1,0,0
1258,0.11018998,0.0724659,1,0,0
1259,0.11877682,0.084350824,1,0,0
1260,0.08755399,0.065745376,1,0,0
1261,0.108849294,0.06820334,1,0,0
1262,0.09675738,0.06028581,1,0,0
1263,0.10412887,0.07880408,1,0,0
1264,0.09783495,0.05073678,1,0,0
1265,0.108689815,0.05083272,1,0,0
1266,0.098570004,0.053321384,1,0,0
1267,0.10386321,0.08493266,1,0,0
1268,0.11586439,0.09569938,1,0,0
1269,0.11473398,0.09141835,1,0,0
1270,0.12006445,0.062015392,1,0,0
1271,0.11830467,0.07184513,1,0,0
1272,0.11857282,0.05747509,1,0,0
1273,0.11564595,0.054181647,1,0,0
1274,0.11646777,0.05595516,1,0,0
1275,0.12458051,0.0715126,1,0,0
1276,0.1183526,0.06783236,1,0,0
1277,0.13367723,0.06577689,1,0,0
1278,0.12514383,0.06737568,1,0,0
1279,0.12328049,0.07181608,1,0,0
1280,0.13488813,0.08148232,1,0,0
1281,0.11729501,0.06561209,1,0,0
1282,0.13247582,0.074203685,1,0,0
1283,0.14014733,0.088298075,1,0,0
1284,0.15209237,0.12048874,1,0,0
1285,0.19545726,0.21425445,1,0,0
1286,0.22518845,0.27615184,0,1,0
1287,0.2191725,0.23397931,1,0,0
1288,0.22724824,0.24204801,0,1,0
1289,0.23602118,0.2993974,0,1,0
1290,0.2507568,0.32741868,0,1,0
1291,0.2788289,0.37997302,0,1,0
1292,0.3206641,0.5301349,0,1,0
1293,0.3387437,0.48113906,0,1,0
1294,0.35694677,0.58759254,0,1,0
1295,0.38438842,0.643745,0,1,0
1296,0.398891,0.67938834,0,1,0
1297,0.46767533,0.8714575,0,0,1
1298,0.45054844,0.77424216,0,0,1
1299,0.47477213,0.87883186,0,0,1
1300,0.6045247,1.3741167,0,0,1
1301,0.5256,1.1366119,0,0,1
1302,0.6903943,1.512534,0,0,1
1303,0.5883041,1.4618723,0,0,1
1304,0.6054017,1.6422136,0,0,1
1305,0.574366,1.544862,0,0,1
1306,0.5841642,1.7185763,0,0,1
1307,0.60226667,1.7100085,0,0,1
1308,0.6079111,1.6921676,0,0,1
1309,0.61800855,1.8113816,0,0,1
1310,0.58943087,1.947686,0,0,1
1311,0.5130457,1.4640785,0,0,1
1312,0.5215266,1.8078458,0,0,1
1313,0.5432845,1.6436206,0,0,1
1314,0.5629979,1.9586755,0,0,1
1315,0.5235749,1.6754473,0,0,1
1316,0.5005776,1.568581,0,0,1
1317,0.424669,1.1300184,0,0,1
1318,0.4579537,1.4132487,0,0,1
1319,0.5260643,2.0965006,0,0,1
1320,0.461828,1.7208076,0,0,1
1321,0.4320986,1.392296,0,0,1
1322,0.37892517,1.1292946,0,1,0
1323,0.40310547,1.5183892,0,0,1
1324,0.3911581,1.7030615,0,1,0
1325,0.37019917,1.5106503,0,1,0
1326,0.36068034,1.4346887,0,1,0
1327,0.31635034,1.2315351,0,1,0
1328,0.2342968,0.74912304,0,1,0
1329,0.20170364,0.5303874,1,0,0
1330,0.24419338,1.0013274,0,1,0
1331,0.22638245,0.98921734,0,1,0
1332,0.18334144,0.63509154,1,0,0
1333,0.11727604,0.3003578,1,0,0
1334,0.16150726,0.49360752,1,0,0
1335,0.14364724,0.56280047,1,0,0
1336,0.10589383,0.38737667,1,0,0
1337,0.061763298,0.14592117,1,0,0
1338,0.08558574,0.6154312,1,0,0
1339,0.027468123,0.00456607,1,0,0
1340,0.049010456,0.007424195,1,0,0
1341,0.018807387,0.00227779,1,0,0
1342,0.16873164,0.4848974,1,0,0
1343,0.7110047,2.4198503,0,0,1
1344,0.06344593,0.0457428,1,0,0
1345,0.08576633,0.042136893,1,0,0
1346,0.089308426,0.05011686,1,0,0
1347,0.09255293,0.04067716,1,0,0
1348,0.092394665,0.053624306,1,0,0
1349,0.09515292,0.06486407,1,0,0
1350,0.09817881,0.06265069,1,0,0
1351,0.15896508,0.061320115,1,0,0
1352,0.09582311,0.054715984,1,0,0
1353,0.10066988,0.064411476,1,0,0
1354,0.10064184,0.060311362,1,0,0
1355,0.094269335,0.06253787,1,0,0
1356,0.09216046,0.06360107,1,0,0
1357,0.094160214,0.059088327,1,0,0
1358,0.09131285,0.041088518,1,0,0
1359,0.07950392,0.033769883,1,0,0
1360,0.08152728,0.034544162,1,0,0
1361,0.07556445,0.027224155,1,0,0
1362,0.0794794,0.03081193,1,0,0
1363,0.088306405,0.0335905,1,0,0
1364,0.077684514,0.030894397,1,0,0
1365,0.113184154,0.040345445,1,0,0
1366,0.07779354,0.04001758,1,0,0
1367,0.08383835,0.04784394,1,0,0
1368,0.07957005,0.03927749,1,0,0
1369,0.07182049,0.030852953,1,0,0
1370,0.074932285,0.039496735,1,0,0
1371,0.085473344,0.04198302,1,0,0
1372,0.09473648,0.049413886,1,0,0
1373,0.09098573,0.05280367,1,0,0
1374,0.10898669,0.073999405,1,0,0
1375,0.105181806,0.0890406,1,0,0
1376,0.109092824,0.07777326,1,0,0
1377,0.12009198,0.06380016,1,0,0
1378,0.09636827,0.055907115,1,0,0
